firstname,lastname,birthmonth,birthday,birthyear,course,phonenumber,gender
name394,lastname394,June,13,1999,BS Information Technology Entrepreneurship,0927 552 3618,Female
name395,lastname395,January,23,2001,BS Management,0917 187 1504,Male
name396,lastname396,September,19,1999,BS Legal Management,0917 655 6808,Female
name397,lastname397,January,8,1999,BS Management Engineering,0918 441 4937,Male
name398,lastname398,September,2,1999,BS Legal Management,0917 807 2225,Male
name399,lastname399,August,25,2001,BS Management,0927 589 3638,Male
name400,lastname400,February,9,1999,BS Management,0917 785 6859,Female
name401,lastname401,October,3,1998,BS Management,0918 593 5046,Female
name402,lastname402,March,4,2001,BS Information Technology Entrepreneurship,0918 486 8396,Male
name403,lastname403,June,20,1998,BS Information Technology Entrepreneurship,0917 281 9618,Female
name404,lastname404,May,23,1997,BS Communications Technology,0917 621 8869,Male
name405,lastname405,November,4,1999,BS Management Engineering,0927 924 6856,Male
name406,lastname406,December,11,1998,BS Management Engineering,0918 184 7364,Female
name407,lastname407,May,17,1998,BS Management,0927 794 4417,Male
name408,lastname408,July,17,2001,BS Management,0927 472 7168,Female
name409,lastname409,August,1,1997,BS Management Engineering,0918 483 2009,Female
name410,lastname410,August,22,1997,BS Communications Technology,0917 347 8315,Male
name411,lastname411,February,20,1998,BS Information Technology Entrepreneurship,0917 881 3071,Male
name412,lastname412,February,10,1999,BS Management,0917 681 7070,Female
name413,lastname413,May,9,1997,BS Management Engineering,0917 277 3163,Male
name414,lastname414,June,5,2001,BS Information Technology Entrepreneurship,0917 367 2247,Male
name415,lastname415,November,15,1999,BS Information Technology Entrepreneurship,0927 996 8602,Female
name416,lastname416,May,25,1998,BS Communications Technology,0917 211 3821,Female
name417,lastname417,June,12,1997,BS Management Engineering,0927 137 5483,Male
name418,lastname418,February,22,1998,BS Information Technology Entrepreneurship,0927 146 1580,Female
name419,lastname419,February,14,1999,BS Management,0917 686 4318,Male
name420,lastname420,May,7,1999,BS Management,0918 870 7055,Female
name421,lastname421,June,27,2001,BS Communications Technology,0917 306 8677,Female
name422,lastname422,July,3,1997,BS Communications Technology,0927 364 8721,Male
name423,lastname423,September,14,2000,BS Management,0917 520 5319,Male
name424,lastname424,April,6,1998,BS Management,0918 812 6741,Female
name425,lastname425,April,14,1999,BS Management,0918 784 4632,Male
name426,lastname426,March,15,2000,BS Management Engineering,0927 103 8881,Female
name427,lastname427,November,13,1997,BS Management,0927 869 8588,Male
name428,lastname428,April,19,1998,BS Communications Technology,0918 373 8418,Male
name429,lastname429,November,10,2001,BS Communications Technology,0918 313 7865,Female
name430,lastname430,February,5,2001,BS Communications Technology,0927 804 2579,Female
name431,lastname431,June,5,1998,BS Management Engineering,0917 648 3069,Female
name432,lastname432,March,27,2001,BS Communications Technology,0927 329 1747,Female
name433,lastname433,November,17,1997,BS Management,0927 297 9518,Male
name434,lastname434,December,14,1997,BS Management Engineering,0927 931 6877,Male
name435,lastname435,August,23,2000,BS Information Technology Entrepreneurship,0917 307 2012,Male
name436,lastname436,January,13,1998,BS Information Technology Entrepreneurship,0917 243 4142,Male
name437,lastname437,February,28,2001,BS Communications Technology,0927 116 5889,Female
name438,lastname438,May,24,2000,BS Legal Management,0917 746 9784,Female
name439,lastname439,April,13,1998,BS Legal Management,0917 228 3833,Female
name440,lastname440,May,14,1997,BS Legal Management,0917 896 3614,Male
name441,lastname441,May,28,1999,BS Management Engineering,0927 292 9675,Female
name442,lastname442,July,23,1999,BS Communications Technology,0918 786 1587,Female
name443,lastname443,January,20,1999,BS Information Technology Entrepreneurship,0918 315 9445,Male
name444,lastname444,April,16,1999,BS Communications Technology,0918 185 3883,Female
name445,lastname445,September,23,1997,BS Legal Management,0918 133 8176,Male
name446,lastname446,July,16,2000,BS Legal Management,0917 158 9222,Male
name447,lastname447,May,26,1998,BS Communications Technology,0918 777 2751,Male
name448,lastname448,January,23,1998,BS Communications Technology,0918 407 6344,Female
name449,lastname449,April,26,1997,BS Information Technology Entrepreneurship,0918 992 1668,Female
name450,lastname450,March,28,2001,BS Management,0918 661 9609,Male
name451,lastname451,March,26,2000,BS Legal Management,0918 554 4787,Male
name452,lastname452,December,27,1998,BS Legal Management,0927 196 8999,Male
name453,lastname453,October,24,1999,BS Information Technology Entrepreneurship,0927 768 6004,Male
name454,lastname454,August,3,1999,BS Information Technology Entrepreneurship,0918 563 6928,Male
name455,lastname455,March,4,1999,BS Management Engineering,0927 992 1613,Female
name456,lastname456,March,21,2000,BS Management,0918 966 5429,Female
name457,lastname457,December,24,1997,BS Information Technology Entrepreneurship,0917 950 6481,Female
name458,lastname458,January,11,1998,BS Information Technology Entrepreneurship,0927 174 8702,Female
name459,lastname459,January,26,2001,BS Information Technology Entrepreneurship,0927 810 5085,Male
name460,lastname460,April,26,1997,BS Legal Management,0918 955 5912,Male
name461,lastname461,April,14,1997,BS Communications Technology,0917 365 4093,Female
name462,lastname462,August,13,2000,BS Legal Management,0927 161 4112,Female
name463,lastname463,December,9,2001,BS Management Engineering,0927 712 6963,Female
name464,lastname464,January,24,1999,BS Communications Technology,0918 694 3625,Male
name465,lastname465,February,27,1999,BS Management Engineering,0927 221 6429,Male
name466,lastname466,February,5,1997,BS Legal Management,0918 380 9040,Male
name467,lastname467,October,26,1999,BS Information Technology Entrepreneurship,0917 319 5070,Male
name468,lastname468,June,8,2000,BS Communications Technology,0918 799 5285,Female
name469,lastname469,August,8,1999,BS Information Technology Entrepreneurship,0918 941 5488,Female
name470,lastname470,June,21,1998,BS Information Technology Entrepreneurship,0927 534 2876,Male
name471,lastname471,May,24,1999,BS Communications Technology,0917 908 5006,Male
name472,lastname472,January,28,1999,BS Management Engineering,0927 402 4494,Female
name473,lastname473,December,7,1999,BS Management Engineering,0918 754 3507,Female
name474,lastname474,November,19,1998,BS Management,0927 559 5075,Male
name475,lastname475,September,7,1998,BS Information Technology Entrepreneurship,0927 733 7323,Female
name476,lastname476,March,7,1998,BS Management,0918 646 3244,Female
name477,lastname477,November,20,2000,BS Management Engineering,0917 320 8047,Male
name478,lastname478,August,4,1998,BS Management,0917 759 3071,Male
name479,lastname479,May,19,1999,BS Management Engineering,0918 870 9843,Male
name480,lastname480,June,3,1997,BS Information Technology Entrepreneurship,0927 217 6206,Female
name481,lastname481,August,14,1999,BS Management Engineering,0927 861 5556,Female
name482,lastname482,January,20,2000,BS Legal Management,0927 545 5153,Male
name483,lastname483,November,17,2000,BS Legal Management,0918 373 5268,Female
name484,lastname484,June,10,1998,BS Management,0917 200 5708,Female
name485,lastname485,July,3,1997,BS Management Engineering,0918 417 2231,Female
name486,lastname486,May,9,1998,BS Management,0917 179 4262,Male
name487,lastname487,November,10,1997,BS Information Technology Entrepreneurship,0917 695 4286,Female
name488,lastname488,November,16,1998,BS Management Engineering,0918 401 8010,Male
name489,lastname489,July,9,1999,BS Information Technology Entrepreneurship,0927 710 7161,Male
name490,lastname490,September,2,1997,BS Communications Technology,0917 894 8484,Male
name491,lastname491,April,20,2001,BS Communications Technology,0918 221 2946,Male
name492,lastname492,June,15,1997,BS Management,0918 174 8000,Male
name493,lastname493,July,27,1998,BS Information Technology Entrepreneurship,0918 702 6770,Female
name494,lastname494,December,9,2000,BS Legal Management,0918 695 2117,Female
name495,lastname495,June,5,1997,BS Information Technology Entrepreneurship,0927 508 1619,Male
name496,lastname496,September,8,1999,BS Information Technology Entrepreneurship,0917 395 6151,Male
name497,lastname497,May,19,1999,BS Management Engineering,0927 372 3298,Female
name498,lastname498,July,28,1998,BS Management Engineering,0918 531 2515,Male
name499,lastname499,July,3,1997,BS Legal Management,0917 396 4526,Female
name500,lastname500,December,11,1998,BS Management,0918 185 5929,Female
name501,lastname501,June,22,1997,BS Management,0917 590 9444,Male
name502,lastname502,July,24,1997,BS Management Engineering,0917 878 5177,Female
name503,lastname503,May,10,1997,BS Information Technology Entrepreneurship,0927 567 2696,Female
name504,lastname504,June,5,2000,BS Legal Management,0918 406 5783,Female
name505,lastname505,July,20,1999,BS Management,0917 954 2865,Female
name506,lastname506,May,4,1999,BS Management Engineering,0927 643 5522,Female
name507,lastname507,August,12,1999,BS Management Engineering,0918 273 5732,Male
name508,lastname508,September,22,1997,BS Communications Technology,0917 802 1053,Male
name509,lastname509,April,10,2001,BS Communications Technology,0927 100 9522,Female
name510,lastname510,December,28,1998,BS Communications Technology,0918 449 1726,Female
name511,lastname511,April,11,1998,BS Management Engineering,0917 688 3781,Male
name512,lastname512,August,18,1998,BS Management Engineering,0917 543 6559,Female
name513,lastname513,April,5,1999,BS Management Engineering,0927 232 8037,Female
name514,lastname514,January,12,1999,BS Information Technology Entrepreneurship,0927 608 4902,Male
name515,lastname515,June,11,1998,BS Legal Management,0927 827 3644,Female
name516,lastname516,February,17,2000,BS Information Technology Entrepreneurship,0927 357 4989,Male
name517,lastname517,April,27,2001,BS Management Engineering,0917 491 1993,Male
name518,lastname518,February,26,1997,BS Communications Technology,0918 797 8291,Male
name519,lastname519,November,24,1997,BS Management,0917 314 2329,Male
name520,lastname520,May,15,2000,BS Management Engineering,0927 775 3422,Female
name521,lastname521,November,21,1999,BS Information Technology Entrepreneurship,0927 387 5890,Male
name522,lastname522,July,13,1997,BS Management Engineering,0927 473 8626,Female
name523,lastname523,August,21,2000,BS Communications Technology,0927 699 3438,Male
name524,lastname524,December,11,1997,BS Legal Management,0927 325 6294,Male
name525,lastname525,June,15,2001,BS Communications Technology,0917 177 4774,Female
name526,lastname526,March,10,1998,BS Management Engineering,0918 538 5327,Male
name527,lastname527,April,1,2001,BS Management,0918 812 7959,Male
name528,lastname528,June,11,1998,BS Management,0927 372 4811,Female
name529,lastname529,February,11,1997,BS Legal Management,0927 469 5706,Female
name530,lastname530,November,18,1997,BS Management Engineering,0927 444 7700,Male
name531,lastname531,November,19,2000,BS Management,0927 622 3854,Male
name532,lastname532,October,9,1998,BS Information Technology Entrepreneurship,0917 910 9162,Male
name533,lastname533,May,4,2001,BS Information Technology Entrepreneurship,0927 373 9316,Male
name534,lastname534,May,23,2001,BS Communications Technology,0917 251 1124,Female
name535,lastname535,March,4,1997,BS Management Engineering,0927 577 7471,Male
name536,lastname536,June,15,2000,BS Information Technology Entrepreneurship,0918 138 1962,Female
name537,lastname537,April,13,1998,BS Legal Management,0927 792 8939,Female
name538,lastname538,March,9,1999,BS Management,0927 830 8250,Male
name539,lastname539,November,18,1998,BS Management,0918 194 4060,Male
name540,lastname540,February,4,1997,BS Management Engineering,0918 921 3557,Male
name541,lastname541,October,20,1997,BS Management,0918 414 4111,Female
name542,lastname542,March,5,1997,BS Information Technology Entrepreneurship,0918 340 9046,Female
name543,lastname543,June,4,1998,BS Management,0927 485 1284,Female
name544,lastname544,November,22,1998,BS Communications Technology,0927 151 7167,Male
name545,lastname545,February,7,1999,BS Management Engineering,0927 114 7594,Female
name546,lastname546,December,21,1998,BS Management,0917 937 2325,Male
name547,lastname547,November,9,1998,BS Legal Management,0927 431 9754,Female
name548,lastname548,June,3,1997,BS Legal Management,0927 425 8002,Male
name549,lastname549,June,20,2000,BS Management,0917 581 5639,Male
name550,lastname550,March,12,1998,BS Communications Technology,0918 580 7526,Female
name551,lastname551,February,11,1997,BS Legal Management,0917 556 4934,Male
name552,lastname552,March,26,1997,BS Legal Management,0927 822 3280,Female
name553,lastname553,November,5,1998,BS Information Technology Entrepreneurship,0927 264 3760,Male
name554,lastname554,November,28,2001,BS Information Technology Entrepreneurship,0917 886 1007,Male
name555,lastname555,April,21,2001,BS Management,0918 364 5430,Female
name556,lastname556,January,19,1998,BS Management Engineering,0927 440 8339,Female
name557,lastname557,April,22,1998,BS Management Engineering,0917 925 3058,Male
